Kurdwanów,50.0135508,19.9505101,2424655421,3153214
Witosa,50.0124344,19.9557877,2424655425,3153214
Nowosądecka,50.0134611,19.9647632,2424534762,3153214
Piaski Nowe,50.0154486,19.9715955,2134334914,3153214
Dauna,50.0184095,19.9775790,2134334913,3153214
Bieżanowska,50.0236224,19.9794443,2421888488,3153214
Kabel,50.0266706,19.9771807,622594619,3153214
Dworzec Płaszów Estakada,50.0334663,19.9770683,3723474949,3153214
Lipska,50.0406845,19.9816557,1611745642,3153214
Gromadzka,50.0406577,19.9780937,1418995540,3153214
Kuklińskiego,50.0445723,19.9736009,1418995542,3153214
Klimeckiego,50.0490065,19.9676126,1418989432,3153214
Zabłocie,50.0499345,19.9642490,1418989418,3153214
Rondo Grzegórzeckie,50.0584493,19.9592292,2431530708,3153214
Rondo Mogilskie,50.0660336,19.9586869,651848336,3153214
Dworzec Główny Tunel,50.0682455,19.9477349,276679066,3153214
Politechnika,50.0707439,19.9449088,2420153435,3153214
Dworzec Towarowy,50.0759848,19.9402961,2420286330,3153214
Szpital Narutowicza,50.0806887,19.9379098,1951264398,3153214
Bratysławska,50.0837251,19.9341620,257656078,3153214
Krowodrza Górka,50.0885411,19.9320246,2423851561,3153214
